EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating
3184,30,0,1,1,4,5,5,1,1,3,3,0,57720,1.0,0,17,8,0,1.0,3,1,0,0,3.0,3.0,3.0,3,3
3185,53,0,2,1,24,3,4,1,0,3,3,2,22690,7.0,0,11,8,1,18.0,2,14,8,10,4.0,1.0,4.0,2,3
3186,34,0,2,1,1,5,3,1,1,1,6,1,53810,1.0,0,12,8,0,10.0,0,10,8,8,2.0,4.0,2.0,3,3
3187,45,1,1,1,19,4,1,1,1,3,5,1,34410,2.0,0,13,8,1,5.0,5,1,0,0,1.0,1.0,3.0,3,3
3188,26,0,2,1,7,2,1,1,1,1,4,1,54540,1.0,0,13,8,1,3.0,5,3,0,2,3.0,4.0,3.0,4,3
3189,37,0,2,1,4,3,3,1,1,1,3,1,98840,1.0,0,14,8,0,10.0,3,10,7,8,3.0,3.0,3.0,2,3
3190,29,0,2,1,2,3,1,1,0,1,0,1,41570,1.0,0,17,8,3,6.0,2,6,1,2,2.0,3.0,2.0,3,3
3191,35,0,2,1,10,5,3,1,0,4,2,2,134580,1.0,0,11,8,0,17.0,3,17,11,8,2.0,4.0,3.0,3,3
3192,33,0,1,1,8,3,5,1,1,2,2,0,90690,3.0,0,25,8,1,15.0,3,13,4,7,3.0,4.0,1.0,3,4
3193,54,0,2,1,5,2,1,1,0,2,7,1,40140,2.0,0,19,8,1,16.0,4,9,7,1,3.0,2.0,4.0,2,3
3194,36,0,2,1,8,3,1,1,1,2,6,0,59150,2.0,0,13,8,1,13.0,3,3,0,2,2.0,2.0,3.0,2,3
3195,27,0,2,2,9,3,2,1,1,5,5,2,59930,0.0,0,14,8,1,5.0,3,4,1,1,1.0,4.0,3.0,1,3
3196,20,1,2,1,1,3,1,1,1,5,8,2,61620,1.0,0,12,8,3,1.0,2,1,1,1,4.0,3.0,3.0,2,3
3197,33,1,1,1,15,4,3,1,0,1,2,2,24060,1.0,0,11,8,0,10.0,3,10,9,7,1.0,1.0,3.0,3,3
3198,35,0,0,1,2,1,3,1,1,1,6,1,187400,1.0,0,19,8,1,1.0,2,1,0,0,3.0,3.0,3.0,4,3
3199,23,0,2,1,2,3,1,1,1,1,0,1,76370,2.0,0,11,8,1,5.0,3,3,0,2,1.0,1.0,4.0,3,3
3200,25,0,2,1,11,3,3,1,1,2,4,1,100960,0.0,0,11,8,1,4.0,3,3,1,2,4.0,2.0,3.0,3,3
3201,38,0,2,1,16,3,1,1,1,5,6,2,147560,0.0,0,20,8,1,8.0,3,7,0,5,4.0,4.0,3.0,2,4
3202,29,0,1,2,2,4,1,1,1,4,0,0,64990,1.0,0,18,8,3,10.0,3,10,2,8,2.0,4.0,3.0,2,3
3203,48,0,2,1,16,3,5,1,1,1,7,1,97240,3.0,0,13,8,0,12.0,2,2,2,2,2.0,2.0,3.0,4,3
3204,27,0,1,2,4,3,5,1,1,5,2,0,21940,1.0,0,12,8,0,6.0,5,6,0,4,4.0,4.0,3.0,3,3
3205,37,0,2,1,16,3,1,1,1,3,3,2,33880,3.0,0,11,8,0,4.0,2,1,0,0,4.0,4.0,3.0,4,3
3206,50,0,2,2,5,3,3,1,1,1,2,1,54730,1.0,0,19,8,1,20.0,2,20,3,8,4.0,3.0,3.0,4,3
3207,34,0,2,1,18,1,3,1,1,1,0,2,27030,1.0,0,21,8,1,9.0,2,8,7,7,4.0,2.0,4.0,3,4
3208,24,1,2,1,17,2,1,1,0,1,0,2,25010,9.0,0,12,8,0,4.0,3,2,2,0,1.0,3.0,3.0,1,3
3209,39,0,2,1,12,5,3,1,0,1,8,2,62200,1.0,0,14,8,2,20.0,2,20,11,10,4.0,3.0,3.0,3,3
3210,32,0,2,1,2,3,1,1,1,5,6,2,30380,1.0,0,11,8,0,10.0,5,10,0,8,4.0,4.0,2.0,1,3
3211,50,1,1,1,4,2,3,1,1,4,8,1,44240,3.0,0,14,8,1,18.0,2,4,1,3,2.0,3.0,3.0,2,3
3212,38,0,2,1,9,4,1,1,1,1,7,2,43120,0.0,0,12,8,1,10.0,2,9,1,8,2.0,4.0,2.0,2,3
3213,27,0,2,1,10,3,3,1,1,5,6,1,132450,1.0,0,23,8,1,9.0,3,9,0,7,3.0,1.0,3.0,2,4
3214,32,0,2,2,1,3,3,1,1,2,7,2,136640,3.0,0,14,8,0,10.0,6,7,7,7,3.0,4.0,3.0,3,3
3215,47,0,2,1,2,3,3,1,0,5,7,2,50210,2.0,0,17,8,0,20.0,3,7,1,7,4.0,1.0,3.0,3,3
3216,40,0,1,1,3,4,3,1,0,3,1,1,51260,5.0,0,18,8,0,20.0,2,18,1,12,4.0,1.0,3.0,3,3
3217,53,0,2,1,7,1,1,1,1,2,2,1,28590,3.0,0,18,8,1,32.0,2,5,1,3,3.0,3.0,3.0,3,3
3218,41,0,2,2,6,3,3,1,1,1,7,0,102390,3.0,0,24,8,3,23.0,3,21,12,6,2.0,4.0,2.0,3,4
3219,60,0,2,1,8,2,1,1,0,5,2,2,53290,8.0,0,20,8,0,10.0,3,2,2,2,1.0,1.0,3.0,4,4
3220,27,0,1,1,29,1,1,1,1,2,4,0,43250,1.0,0,14,8,0,9.0,2,9,1,7,4.0,1.0,2.0,2,3
3221,41,0,2,1,3,3,3,1,1,1,4,1,72600,1.0,0,16,8,0,22.0,2,22,2,10,4.0,3.0,3.0,3,3
3222,50,0,2,2,9,3,1,1,1,2,6,1,23220,7.0,0,25,8,1,4.0,0,2,2,2,4.0,2.0,3.0,4,4
3223,28,1,2,2,2,4,1,1,1,3,6,2,20750,7.0,0,18,8,3,10.0,0,7,3,7,1.0,2.0,3.0,2,3
3224,36,0,0,1,10,4,5,1,0,2,6,1,41520,9.0,0,19,8,1,10.0,3,8,0,5,1.0,1.0,3.0,3,3
3225,38,0,2,1,1,3,3,1,0,3,3,2,96190,4.0,0,13,8,1,10.0,2,1,0,0,3.0,3.0,4.0,3,3
3226,44,0,0,1,8,2,1,1,1,1,6,2,135030,2.0,0,12,8,0,9.0,6,5,1,4,1.0,3.0,3.0,2,3
3227,47,0,1,1,27,3,1,1,1,1,6,0,54410,9.0,0,22,8,1,28.0,6,22,11,13,4.0,3.0,2.0,2,4
3228,30,0,2,1,8,3,1,1,1,2,7,0,52090,7.0,0,14,8,1,10.0,3,8,7,7,3.0,4.0,2.0,3,3
3229,29,0,2,1,1,2,3,1,0,1,7,2,106730,1.0,0,13,8,3,1.0,2,1,0,0,3.0,3.0,3.0,3,3
3230,42,1,1,1,10,1,1,1,0,1,7,0,50100,6.0,0,21,8,3,7.0,3,2,2,2,3.0,3.0,3.0,3,4
3231,43,0,1,1,26,1,1,1,1,1,2,1,135490,3.0,0,11,8,2,7.0,3,2,2,2,4.0,4.0,3.0,3,3
3232,34,0,2,1,2,5,5,1,1,2,0,2,49990,3.0,0,12,8,2,10.0,2,5,4,3,2.0,3.0,3.0,4,3
3233,23,0,2,2,13,3,2,1,1,5,7,1,42210,1.0,0,11,8,1,5.0,4,4,0,2,2.0,1.0,4.0,3,3
3234,39,0,2,2,2,4,2,1,0,4,0,1,138720,9.0,0,12,8,3,12.0,3,8,3,6,3.0,2.0,1.0,2,3
3235,56,0,2,1,2,4,3,1,1,1,3,1,20420,7.0,0,12,8,0,30.0,6,10,1,1,3.0,4.0,2.0,3,3
3236,40,0,2,2,9,3,2,1,1,2,6,2,20730,0.0,0,14,8,0,5.0,3,4,2,3,4.0,4.0,2.0,3,3
3237,27,0,2,1,10,3,1,1,0,1,2,2,29560,8.0,0,13,8,0,9.0,6,7,0,7,4.0,1.0,1.0,3,3
3238,29,0,2,2,20,3,2,1,0,2,3,0,29260,1.0,0,15,8,1,2.0,3,2,2,2,4.0,2.0,3.0,2,3
3239,53,0,2,1,9,3,1,1,0,3,2,2,48090,2.0,0,18,8,0,19.0,2,2,2,2,4.0,4.0,3.0,3,3
3240,35,0,0,1,5,1,3,1,1,1,0,0,51630,2.0,0,18,8,2,16.0,4,1,0,0,4.0,1.0,4.0,3,3
3241,32,0,1,2,4,4,1,1,1,2,7,1,188440,1.0,0,19,8,0,10.0,3,10,4,7,1.0,4.0,3.0,1,3
3242,38,0,2,2,10,3,3,1,1,4,2,1,181720,6.0,0,12,8,2,6.0,5,1,0,1,4.0,3.0,1.0,3,3
3243,34,0,2,1,20,3,3,1,0,3,2,0,57440,3.0,0,19,8,1,7.0,4,0,0,0,2.0,1.0,3.0,2,3
3244,52,0,2,2,21,5,5,1,1,3,3,1,28890,1.0,0,11,8,1,34.0,2,34,1,16,3.0,1.0,4.0,3,3
3245,33,1,2,1,1,2,3,1,1,3,2,2,28710,1.0,0,17,8,3,10.0,2,10,7,8,4.0,4.0,2.0,3,3
3246,25,0,2,1,8,3,1,1,1,2,6,2,74840,1.0,0,15,8,0,6.0,3,6,1,4,3.0,4.0,2.0,3,3
3247,45,0,2,2,2,3,1,1,1,3,0,2,60740,0.0,0,14,8,0,9.0,2,8,3,1,2.0,3.0,3.0,3,3
3248,23,0,2,1,23,1,1,1,0,2,6,2,173280,1.0,0,17,8,1,2.0,2,2,0,2,1.0,3.0,3.0,1,3
3249,47,1,1,1,4,3,1,1,1,1,5,2,27740,4.0,0,13,8,1,8.0,2,5,1,3,2.0,3.0,3.0,3,3
3250,34,0,2,1,12,3,5,1,1,1,6,2,45050,1.0,0,12,8,0,6.0,3,6,1,4,4.0,4.0,3.0,3,3
3251,55,1,2,0,7,3,0,1,1,4,2,1,74280,5.0,0,12,8,0,24.0,2,5,1,4,4.0,1.0,3.0,3,3
3252,36,0,0,1,7,2,1,1,1,5,7,2,116310,1.0,0,18,8,1,10.0,2,10,0,9,1.0,1.0,3.0,1,3
3253,52,0,0,1,1,4,1,1,1,5,7,1,97380,0.0,0,18,8,2,5.0,2,4,1,2,4.0,4.0,3.0,3,3
3254,26,0,1,1,2,2,1,1,1,1,4,0,28350,3.0,0,11,8,1,5.0,2,2,2,0,1.0,4.0,3.0,3,3
3255,29,0,2,1,10,2,3,1,1,3,4,1,169590,4.0,0,14,8,3,11.0,5,8,1,1,2.0,3.0,2.0,3,3
3256,26,1,2,1,15,2,1,1,1,2,2,2,26130,6.0,0,19,8,1,6.0,2,4,1,2,4.0,1.0,2.0,3,3
3257,34,0,2,1,14,4,5,1,1,2,4,2,61460,2.0,0,12,8,0,10.0,3,4,1,3,2.0,4.0,3.0,3,3
3258,54,0,2,1,18,4,3,1,0,2,2,0,49630,9.0,0,15,8,1,9.0,2,5,1,4,4.0,1.0,3.0,3,3
3259,27,0,1,1,13,2,1,1,0,4,6,1,195370,0.0,0,12,8,0,5.0,5,4,1,1,3.0,4.0,3.0,3,3
3260,37,0,2,2,2,4,5,1,1,2,4,0,61720,0.0,0,11,8,0,6.0,1,5,4,3,4.0,1.0,2.0,3,3
3261,38,0,1,2,2,4,1,1,0,2,6,2,23680,6.0,0,11,8,1,17.0,3,15,4,12,1.0,1.0,3.0,3,3
3263,35,0,2,1,5,4,3,1,1,3,3,1,16750,1.0,0,16,8,0,3.0,6,3,0,2,1.0,4.0,2.0,2,3
3264,30,0,2,1,20,3,3,1,1,1,2,1,25230,3.0,0,13,8,1,7.0,2,2,0,2,4.0,3.0,3.0,3,3
3265,40,0,1,1,10,4,3,1,1,2,4,1,65670,1.0,0,13,8,1,8.0,3,8,3,7,3.0,2.0,3.0,4,3
3266,34,0,2,1,10,3,1,1,1,3,0,1,47390,5.0,0,24,8,2,6.0,2,3,1,2,3.0,1.0,3.0,3,4
3267,42,0,1,1,9,4,3,1,1,1,4,0,92080,1.0,0,15,8,1,24.0,2,24,14,9,2.0,4.0,2.0,4,3
3268,23,1,2,2,2,3,3,1,0,4,4,1,45590,1.0,0,18,8,1,1.0,2,0,0,0,3.0,1.0,3.0,2,3
3269,24,0,0,2,1,5,2,1,0,1,4,0,81890,1.0,0,14,8,1,1.0,3,1,0,0,3.0,2.0,3.0,3,3
3270,52,0,2,1,29,3,1,1,1,2,4,1,29420,8.0,0,11,8,1,9.0,1,5,1,4,4.0,3.0,3.0,2,3
3271,50,0,2,1,8,4,1,1,1,2,7,1,49410,5.0,0,11,8,1,30.0,3,4,0,3,3.0,3.0,3.0,1,3
3272,29,1,2,2,2,4,2,1,0,4,6,1,106500,1.0,0,13,8,2,1.0,2,1,0,0,2.0,1.0,3.0,4,3
3273,33,0,2,1,3,4,1,1,1,4,4,1,59020,0.0,0,12,8,1,14.0,2,13,3,7,3.0,3.0,4.0,3,3
3274,33,1,2,1,23,5,1,1,1,1,1,2,86390,5.0,0,16,8,2,6.0,3,3,0,2,1.0,1.0,3.0,2,3
3275,47,0,2,1,6,4,4,1,1,2,3,1,63470,1.0,0,14,8,0,26.0,2,26,3,0,3.0,4.0,2.0,4,3
3276,36,0,2,2,6,3,3,1,0,2,7,1,42000,0.0,0,22,8,0,10.0,3,9,0,5,3.0,2.0,3.0,3,4
3277,29,0,2,1,10,3,4,1,1,1,6,1,34520,1.0,0,11,8,0,10.0,3,10,0,7,3.0,3.0,3.0,2,3
3278,58,1,2,1,24,3,4,1,0,2,6,2,43170,7.0,0,17,8,0,40.0,2,31,13,8,4.0,2.0,3.0,3,3
3279,35,0,2,2,10,4,2,1,0,1,6,2,26320,3.0,0,13,8,3,7.0,3,2,2,2,4.0,3.0,3.0,4,3
3280,42,0,2,2,15,1,2,1,1,2,2,1,46680,9.0,0,18,8,2,8.0,2,4,0,2,4.0,4.0,3.0,3,3
3281,28,1,2,1,19,4,3,1,0,2,7,2,32040,6.0,0,16,8,1,5.0,4,2,2,1,3.0,3.0,2.0,2,3
3282,36,0,2,1,2,3,1,1,1,2,0,1,27200,4.0,0,14,8,1,8.0,3,5,0,4,3.0,2.0,3.0,3,3
3283,32,0,2,1,3,1,3,1,1,2,4,1,171810,1.0,0,14,8,0,14.0,2,14,6,8,3.0,3.0,3.0,2,3
3284,40,0,1,2,9,3,2,1,1,3,4,2,22380,6.0,0,14,8,0,10.0,3,1,0,0,1.0,3.0,3.0,3,3
3285,30,0,2,1,7,3,5,1,1,2,5,2,14830,5.0,0,13,8,0,12.0,3,0,0,0,3.0,4.0,2.0,3,3
3286,45,0,2,1,10,4,1,1,1,1,5,2,56050,1.0,0,12,8,2,1.0,2,1,0,0,2.0,3.0,3.0,3,3
3287,42,0,2,1,20,2,3,1,1,2,8,1,72950,1.0,0,15,8,0,10.0,3,9,7,8,2.0,2.0,2.0,3,3
3288,38,0,1,2,4,3,3,1,1,2,6,0,23060,2.0,0,19,8,1,13.0,5,4,1,2,1.0,1.0,2.0,3,3
3289,34,0,1,1,7,4,1,1,1,3,2,2,23480,1.0,0,14,8,1,6.0,3,5,1,3,3.0,4.0,3.0,3,3
3290,49,1,2,2,7,2,1,1,0,2,0,1,89980,1.0,0,14,8,2,9.0,2,9,7,7,3.0,4.0,4.0,4,3
3291,55,1,2,0,16,3,5,1,1,4,4,2,43190,4.0,0,11,8,0,12.0,3,9,7,3,3.0,4.0,2.0,4,3
3292,43,0,2,1,25,2,3,1,1,2,0,1,61320,6.0,0,13,8,0,22.0,3,4,1,0,2.0,1.0,3.0,2,3
3293,27,0,2,2,2,4,3,1,1,2,3,0,33460,1.0,0,21,8,1,9.0,2,9,0,8,3.0,4.0,3.0,2,4
3294,35,0,2,1,1,3,3,1,1,1,5,2,108550,3.0,0,13,8,1,17.0,2,8,1,6,3.0,3.0,4.0,3,3
3295,28,0,2,2,1,2,5,1,0,1,7,1,22310,1.0,0,12,8,0,8.0,3,8,7,5,2.0,2.0,3.0,2,3
3297,26,1,1,1,22,4,4,1,0,1,7,1,20240,1.0,0,23,8,0,8.0,2,8,1,7,3.0,3.0,3.0,3,4
3298,27,0,0,2,1,3,5,1,0,1,7,1,27130,1.0,0,11,8,0,0.0,2,0,0,0,4.0,4.0,2.0,3,3
3299,51,0,2,2,16,3,3,1,1,3,6,1,94390,2.0,0,15,8,3,29.0,0,20,4,17,1.0,3.0,2.0,3,3
3300,44,0,2,2,24,5,3,1,0,1,7,2,25660,9.0,0,11,8,1,10.0,3,5,2,3,4.0,2.0,2.0,3,3
3301,25,0,2,1,17,3,3,1,1,1,2,2,199260,7.0,0,11,8,3,6.0,5,4,0,1,1.0,1.0,2.0,4,3
3302,33,0,2,1,8,4,1,1,1,3,2,0,24510,1.0,0,13,8,1,9.0,3,9,0,8,1.0,1.0,3.0,2,3
3303,35,0,2,2,6,4,3,1,0,2,3,2,94190,1.0,0,24,8,1,6.0,5,6,1,1,3.0,1.0,2.0,2,4
3304,36,0,2,2,10,4,2,1,1,3,3,1,86860,1.0,0,13,8,0,18.0,2,18,4,11,2.0,4.0,2.0,3,3
3305,32,0,2,1,3,4,3,1,0,4,7,0,30380,2.0,0,20,8,0,8.0,3,5,0,3,2.0,4.0,2.0,3,4
3306,30,0,1,1,4,5,3,1,1,5,8,0,30580,9.0,0,14,8,1,10.0,2,5,0,3,2.0,4.0,2.0,3,3
3307,53,0,2,2,6,3,2,1,1,4,7,1,23250,7.0,0,18,8,1,35.0,1,5,0,4,1.0,4.0,3.0,4,3
3308,45,0,2,1,1,5,5,1,1,2,0,0,20880,4.0,0,15,8,3,18.0,2,5,0,2,4.0,1.0,3.0,3,3
3309,32,0,2,2,10,3,2,1,0,1,1,1,30720,5.0,0,12,8,0,9.0,4,5,1,3,3.0,3.0,2.0,1,3
3310,52,0,1,1,1,1,1,1,1,2,2,1,50060,3.0,0,16,8,1,31.0,2,9,0,0,3.0,4.0,3.0,3,3
3311,37,0,2,2,24,2,1,1,0,4,2,0,42570,4.0,0,15,8,0,9.0,2,1,0,0,4.0,3.0,3.0,3,3
3312,28,0,2,1,21,4,1,1,0,1,0,0,25000,1.0,0,16,8,2,6.0,3,5,0,4,2.0,4.0,3.0,3,3
3313,22,0,2,1,2,2,1,1,1,1,8,1,11020,6.0,0,19,8,0,4.0,3,2,2,2,4.0,4.0,1.0,2,3
3314,44,0,2,1,22,3,3,1,0,1,2,1,104530,2.0,0,11,8,1,10.0,2,3,0,2,1.0,4.0,2.0,3,3
3315,42,0,1,2,13,4,1,1,0,2,2,2,22880,5.0,0,16,8,1,8.0,4,2,2,2,2.0,4.0,3.0,2,3
3316,36,0,2,1,14,3,4,1,1,2,6,1,39290,0.0,0,24,8,0,6.0,6,5,0,3,1.0,1.0,3.0,2,4
3317,25,0,2,2,11,3,1,1,0,1,2,1,23110,1.0,0,11,8,1,5.0,2,5,0,3,3.0,1.0,3.0,3,3
3318,35,0,2,1,9,2,1,1,0,1,0,1,31400,1.0,0,13,8,1,17.0,2,17,5,15,4.0,3.0,3.0,2,3
3319,35,1,1,2,8,2,2,1,0,1,2,0,36900,1.0,0,13,8,1,10.0,2,10,7,8,4.0,2.0,2.0,4,3
3320,32,0,0,1,21,3,1,1,1,1,7,0,44500,0.0,0,13,8,0,4.0,3,3,0,2,4.0,4.0,3.0,3,3
3321,25,0,2,2,5,3,2,1,0,4,6,1,27560,1.0,0,12,8,2,5.0,2,5,0,3,3.0,1.0,4.0,3,3
3322,49,0,2,2,9,3,5,1,0,2,8,1,190330,2.0,0,18,8,1,7.0,5,4,0,2,3.0,1.0,3.0,3,3
3323,24,0,0,1,2,5,5,1,1,2,0,1,187220,0.0,0,22,8,1,6.0,3,5,3,4,1.0,4.0,2.0,3,4
3324,32,0,1,1,12,5,3,1,1,1,6,1,95470,1.0,0,13,8,1,10.0,3,10,5,3,2.0,2.0,3.0,2,3
3325,38,0,2,2,22,2,3,1,1,1,7,1,137340,0.0,0,13,8,0,3.0,3,2,1,2,2.0,2.0,3.0,4,3
3326,42,0,2,1,18,1,5,1,0,2,6,1,199990,2.0,0,23,8,1,17.0,6,5,1,3,3.0,4.0,2.0,3,4
3327,31,0,2,1,16,3,1,1,0,3,7,1,22790,3.0,0,12,8,1,8.0,3,6,0,2,4.0,4.0,3.0,3,3
3328,29,1,2,2,3,3,2,1,1,3,2,0,59160,6.0,0,12,8,0,5.0,2,3,0,2,2.0,3.0,3.0,3,3
3329,53,0,2,1,9,3,1,1,1,1,8,1,20890,5.0,0,16,8,0,28.0,2,2,2,2,1.0,4.0,3.0,2,3
3330,35,0,2,1,1,3,1,1,1,3,0,1,167920,3.0,0,12,8,1,16.0,3,13,4,8,4.0,2.0,3.0,4,3
3331,37,0,1,1,13,4,1,1,0,3,1,1,35640,5.0,0,11,8,0,10.0,1,5,0,0,3.0,4.0,3.0,1,3
3332,53,0,2,1,1,1,3,1,1,1,7,2,44250,6.0,0,22,8,1,33.0,2,12,3,8,4.0,4.0,3.0,4,4
3333,43,0,1,1,1,3,3,1,1,1,2,1,52650,4.0,0,11,8,1,12.0,4,5,2,2,4.0,4.0,2.0,3,3
3334,47,0,2,2,15,4,2,1,0,3,5,1,65530,0.0,0,15,8,0,8.0,2,7,7,7,3.0,4.0,3.0,3,3
3335,37,0,0,1,1,5,3,1,0,2,6,2,62610,1.0,0,12,8,0,10.0,1,10,0,9,1.0,2.0,3.0,3,3
3336,50,0,0,1,17,3,3,1,0,1,2,0,42980,1.0,0,20,8,1,31.0,6,31,14,7,1.0,1.0,3.0,3,4
3337,39,0,2,1,1,3,4,1,0,3,1,1,68040,8.0,0,14,8,1,13.0,3,5,0,4,4.0,4.0,3.0,2,3
3338,33,0,2,2,7,3,1,1,1,2,4,0,38150,3.0,0,11,8,1,7.0,3,4,0,3,4.0,2.0,4.0,3,3
3339,32,1,2,1,9,1,3,1,0,1,2,2,27410,1.0,0,15,8,1,1.0,5,1,0,1,1.0,4.0,1.0,2,3
3341,44,0,2,1,26,2,1,1,1,2,4,1,76390,1.0,0,14,8,0,8.0,6,8,7,1,2.0,1.0,3.0,3,3
3342,28,0,2,2,24,5,1,1,0,1,6,2,23280,1.0,0,11,8,2,4.0,3,4,0,2,1.0,4.0,3.0,3,3
3343,58,1,1,2,9,2,5,1,1,1,7,0,21530,9.0,0,11,8,0,3.0,3,1,0,0,4.0,4.0,2.0,3,3
3344,43,0,2,2,7,4,2,1,1,2,7,0,48760,4.0,0,16,8,2,4.0,4,1,0,0,1.0,2.0,4.0,3,3
3345,20,1,2,1,11,3,3,1,1,2,7,2,93960,1.0,0,12,8,0,2.0,6,2,0,2,3.0,3.0,2.0,1,3
3346,21,1,2,1,1,3,3,1,1,2,7,2,104000,1.0,0,13,8,1,1.0,2,1,0,0,4.0,4.0,2.0,3,3
3347,36,0,2,1,26,4,3,1,1,1,2,1,84740,0.0,0,14,8,0,17.0,3,16,4,11,3.0,4.0,2.0,3,3
3348,47,0,2,1,2,3,1,1,1,2,4,2,99810,1.0,0,21,8,1,3.0,3,3,1,2,4.0,4.0,2.0,3,4
3349,22,1,2,1,15,4,1,1,0,1,2,1,124900,0.0,0,13,8,0,4.0,3,3,0,2,2.0,3.0,4.0,3,3
3350,41,1,2,1,23,3,1,1,0,2,7,0,26570,4.0,0,11,8,0,10.0,3,7,1,0,2.0,4.0,2.0,4,3
3351,28,0,2,1,10,3,1,1,0,3,3,0,135910,5.0,0,20,8,1,6.0,2,2,2,2,3.0,3.0,3.0,3,4
3352,39,1,2,1,10,4,1,1,0,4,1,1,66960,7.0,0,11,8,0,8.0,3,2,2,2,4.0,1.0,1.0,3,3
3353,27,0,2,1,1,3,3,1,1,1,6,2,20580,1.0,0,14,8,1,1.0,5,1,0,0,2.0,3.0,3.0,3,3
3354,34,0,2,1,12,2,5,1,1,2,1,0,88650,1.0,0,11,8,1,1.0,0,1,1,0,2.0,2.0,3.0,3,3
3355,42,0,2,2,11,1,5,1,1,2,1,2,59400,7.0,0,16,8,0,10.0,2,5,0,3,3.0,3.0,3.0,2,3
3356,33,0,2,2,2,3,2,1,0,1,7,2,59140,3.0,0,16,8,1,6.0,4,3,0,2,3.0,1.0,3.0,3,3
3357,58,0,2,1,2,4,1,1,1,1,6,0,26220,2.0,0,23,8,0,24.0,3,6,0,4,3.0,2.0,3.0,3,4
3358,31,0,2,2,1,3,1,1,0,1,8,1,121850,3.0,0,14,8,0,13.0,2,7,5,2,2.0,3.0,4.0,3,3
3359,35,0,2,1,2,1,1,1,1,3,0,1,106090,1.0,0,22,8,0,10.0,3,10,0,7,4.0,4.0,1.0,3,4
3360,49,0,2,1,25,2,1,1,0,2,7,1,43450,4.0,0,15,8,0,29.0,3,26,1,7,1.0,2.0,2.0,2,3
3361,48,0,2,1,1,4,3,1,1,1,6,1,21770,4.0,0,18,8,0,13.0,4,0,0,0,4.0,3.0,2.0,3,3
3362,31,0,0,1,1,2,5,1,0,2,7,1,27930,1.0,0,16,8,0,9.0,4,9,0,0,4.0,3.0,2.0,3,3
3363,36,0,2,0,2,4,5,1,1,1,7,2,79180,2.0,0,12,8,2,8.0,3,6,0,1,2.0,4.0,3.0,2,3
3364,38,0,2,2,6,3,4,1,1,2,7,1,87890,1.0,0,11,8,3,15.0,4,15,5,11,4.0,1.0,3.0,3,3
3365,32,0,0,2,18,3,2,1,1,1,2,1,23890,6.0,0,12,8,1,5.0,4,3,0,2,3.0,2.0,3.0,2,3
3366,25,1,2,1,1,2,1,1,1,1,7,1,32120,1.0,0,15,8,1,1.0,3,1,0,0,3.0,2.0,3.0,2,3
3367,40,0,2,1,1,4,3,1,1,2,6,0,192320,2.0,0,14,8,1,11.0,3,1,0,0,1.0,2.0,2.0,3,3
3368,26,0,1,2,11,3,2,1,1,2,0,2,22670,1.0,0,19,8,3,7.0,2,7,0,7,3.0,1.0,3.0,2,3
3369,41,0,2,1,1,4,3,1,1,1,6,2,195170,2.0,0,13,8,0,20.0,5,18,2,17,4.0,1.0,3.0,3,3
3370,36,0,2,1,9,3,1,1,0,2,0,2,24360,4.0,0,13,8,0,16.0,3,11,3,9,3.0,3.0,3.0,1,3
3371,19,1,2,1,15,3,1,1,1,2,6,2,160640,1.0,0,15,8,1,1.0,3,1,0,0,4.0,2.0,4.0,3,3
3372,20,1,2,1,29,3,1,1,0,3,2,2,27070,1.0,0,11,8,0,1.0,2,1,0,0,1.0,1.0,3.0,3,3
3373,31,0,2,1,1,4,1,1,1,4,5,1,190680,0.0,0,12,8,0,10.0,1,9,8,5,4.0,4.0,1.0,3,3
3374,40,0,1,2,1,3,2,1,1,1,6,0,39310,8.0,0,19,8,0,3.0,2,1,0,0,4.0,2.0,3.0,2,3
3375,32,0,2,1,24,3,1,1,1,4,2,1,37300,1.0,0,25,8,1,8.0,4,8,6,3,3.0,1.0,4.0,3,4
3376,36,1,2,1,10,3,3,1,1,3,7,1,22320,1.0,0,12,8,1,16.0,2,16,3,7,3.0,4.0,3.0,3,3
3377,33,0,2,1,1,4,3,1,0,4,4,2,44650,0.0,0,13,8,0,6.0,3,5,1,4,2.0,4.0,3.0,3,3
3378,37,1,2,2,10,4,2,1,0,3,1,1,30720,5.0,0,14,8,0,17.0,3,14,11,7,1.0,3.0,1.0,2,3
3379,45,0,0,1,8,1,1,1,1,2,7,1,33190,1.0,0,12,8,1,9.0,3,9,0,8,3.0,2.0,2.0,3,3
3380,29,0,1,1,29,1,1,1,1,1,8,1,192020,1.0,0,12,8,0,3.0,5,3,0,2,3.0,4.0,3.0,3,3
3381,35,0,2,0,1,3,0,1,1,3,2,1,136750,1.0,0,15,8,3,5.0,5,5,1,0,3.0,3.0,3.0,2,3
3382,52,0,2,1,5,4,4,1,1,1,2,1,29110,2.0,0,17,8,2,26.0,3,9,7,8,4.0,4.0,2.0,3,3
